lemma;tags;ordklasse;falsk_positiv
sjunk;NA;S;
sjæl;"swords;music";S;
sjælebad;NA;S;
sjæledag;NA;S;
sjælegave;NA;S;
skab;bol;S;
-skab;NA;SUF;
skabelon;NA;S;
skabernak;NA;S;1
skabet;NA;A;
skaffe;NA;V;
skaffer;NA;S;
skaffere;NA;S;1
skaffom;NA;S;
skak;anchor;S;
skakkeret;NA;S;
skaktavl;NA;S;
skal;wheel;S;
skald;NA;S;1
skalk;NA;S;
skalkagtig;NA;A;
skalkefund;NA;S;
skalkelige;NA;ADV;
skalkhed;NA;S;
skalle;NA;S;
skalmeje;msk;S;
skamfere;NA;V;
skamflikke;NA;V;
skamfærde;NA;V;1
skamfære;NA;V;
skamfæring;NA;S;
skamme;NA;S;
skammel;NA;S;
skamper;NA;S;
skand;NA;S;
skand-;NA;PRÆ;
skandsten;NA;S;
skank;NA;S;
skanse;mil;S;
skanse;;V;
skanse;;S;
skanse;;V;
skar;NA;S;
skare;NA;S;
skare;;V;
skarlagen;tøj;S;
skarn;spades;S;
skarntyde;bot;S;
skarpe;NA;S;
skarperigter;NA;S;
skarpmese;NA;S;
skarpmetse;NA;S;1
skarpretter;NA;S;
skarre;NA;V;
skars;NA;A;
skarsk;NA;A;1
skartek;NA;S;
skarteke;NA;S;1
skarvagt;NA;S;
skat;NA;S;
skatte;NA;V;
skatte;;V;
skavank;NA;S;
skave;NA;V;
ske;NA;V;
-ske;NA;SUF;
sked;NA;S;
skede;NA;S;
skedelig;NA;A;
skeding;NA;S;1
skedning;NA;S;
skedsherre;NA;S;
skedsmand;NA;S;
skejdsherre;NA;S;
skel;"anchor;comet";S;
skele;NA;V;
skelle;NA;V;
skemp;NA;S;
skempte;NA;V;
skemte;NA;V;1
skene;NA;S;
skenkel;NA;S;
skenne;NA;S;
skerpentine;NA;S;
skever;NA;S;
skeversten;NA;S;
skibbrud;NA;S;
skibe;"mercury;anchor";V;
skibelse;NA;S;1
skibmand;anchor;S;
skibsrustning;NA;S;
skibsrystning;NA;S;
skide;NA;V;
skidehus;NA;S;
skider;NA;S;
skidt;spades;S;
skifer;NA;S;
skiffer;gel;S;1
skifte;"anchor;swords";V;1
skik;anchor;S;
skikke;NA;V;
skikkelig;NA;A;
skikkelse;"fys;ana";S;
skikking;NA;S;
skikkning;NA;S;1
skildpadde;anchor;S;
skildre;NA;V;
skildvagt;mil;S;
skille;NA;V;1
skilling;"swords;flower";S;
skilt;NA;S;
skimling;NA;S;
skimme;NA;V;1
skimmel;bot;S;
skimring;NA;S;
skinbar;NA;A;
skinbarlig;NA;A;
skind;"ana;mad";S;1
skinde;NA;V;
skinder;NA;S;
skinderi;NA;S;
skink;NA;S;
skinke;NA;S;
skinkel;NA;S;
skinne;NA;S;
skinneben;NA;S;
skipper;"søf;spo";S;
skippund;NA;S;
skirrit;NA;S;
skive;"kom;msk";S;
skive;;V;
skje;NA;S;1
skjold;"swords;anchor";S;
skjorte;NA;S;
skjud;NA;S;
skjul;NA;S;1
skobod;NA;S;
skodde;NA;S;
skok;NA;S;
skokketal;NA;S;
skolapper;NA;S;
skole;music;S;
skolæpper;NA;S;1
skomager;"bird;anchor";S;
skonfarsejl;NA;S;
skonrog;mad;S;
skonroggen;NA;S;1
skorsten;"byt;mas;øko;hel";S;
skot;ski;S;
skotilje;NA;S;
skovisk;NA;A;
skovl;"anchor;wheel";S;
skovle;anchor;V;
skovr;NA;S;
skrabe;NA;S;
skraføjte;NA;V;1
skrage;NA;S;
skramme;NA;S;
skrammet;NA;A;
skrange;NA;S;
skrank;NA;S;
skrankværk;NA;S;
skrat;NA;A;
skrave;anchor;S;
skred;NA;S;1
skridt;"zoo;ana";S;
skrift;"lit;rel;spr;typ;gra";S;
skrig;NA;S;
skrige;NA;V;
skrikke;NA;V;
skrin;NA;S;
skrinmagere;NA;S;
skrive;"mercury;quad;music";V;
skrivén;NA;S;
skrivereskole;NA;S;
skrivertyg;NA;S;1
skrivetyg;NA;S;
skrode;NA;V;
skrodvægt;NA;S;
skrolle;NA;S;
skrot;NA;S;
skrubbe;wheel;S;
skrubbe;;V;
skrue;"hån;ski;gas;spo;vær;psy";S;
skrue;;V;
skrump;NA;S;
skrumpe;NA;V;
skruve;NA;S;1
skryde;NA;V;
skrædder;skr;S;
skræddere;NA;S;1
skræv;NA;S;
skrå;tea;S;
skraa;NA;A;
skrå;;V;
skråtobak;nyd;S;
skubbe;NA;V;
skubkarre;NA;S;
skudde;comet;V;
skude;skb;S;
skudre;NA;V;
skuestage;NA;S;
skuffe;NA;S;
skuffe;;S;
skuffe;;V;
skuffe;;V;
skuffel;bird;S;
skufle;NA;V;
skul;NA;S;1
skulde;fish;S;
skulder;"ana;zoo;tøj;med";S;
skuldere;NA;S;1
skuldre;NA;V;1
skule;NA;V;
skuller;NA;S;
skulpe;bot;V;
skult;NA;S;1
skultus;NA;S;
skuløret;NA;A;
skumme;NA;V;
skummer;NA;S;
skumring;NA;S;
skur;NA;S;
skure;hyg;V;
skurramme;NA;S;
skurre;NA;V;
skutilsvend;NA;S;
skutte;bio;V;
skuttel;NA;S;
sky;psy;S;
sky;;A;
sky;;V;
skylde;NA;V;
skyldener;NA;S;
skyldig;"jur;psy;øko";A;
skylding;NA;S;
skyldinge;NA;S;1
skyldner;øko;S;
skyldning;NA;S;1
skyldninge;NA;S;1
skyldug;NA;S;1
skyr;NA;S;
skyt;NA;S;
skyt;;S;
skytfærd;NA;S;
skytningsstue;NA;S;1
skyts;våb;S;
skytte;"våb;mil;spo;asl";S;
skytte;;S;
skytte;;V;
skyttevold;NA;S;
skæft;NA;S;
skæftig;NA;A;
skæker;NA;S;
skæl;"anchor;wheel";S;
skælde;NA;V;
skældensord;NA;S;
skælding;NA;S;
skældsbrev;NA;S;
skældsord;spr;S;
skælm;psy;S;
skælmer;NA;S;
skæmme;NA;V;1
skænde;"kom;sex";V;
skændelig;NA;A;
skænder;NA;S;
skændere;NA;S;1
skændig;NA;A;
skænk;NA;S;
skænke;fam;V;
skænkeskive;NA;S;
skænkeøl;NA;S;
skæpperi;NA;S;
skærbrækker;NA;S;
skærbækken;NA;S;
skærdug;NA;S;
-skærig;NA;SUF;1
skærm;"fje;edb;tek;bol;bot;fly;fri";S;
skærmbrækker;NA;S;
skærmbræt;NA;S;
skærme;NA;V;
skærmere;NA;S;
skærmerslag;NA;S;1
skærmeslag;NA;S;
skærmydse;NA;V;
skærmydsel;scl;S;
skærmyse;NA;V;1
skærmytse;NA;V;1
skærte;NA;V;
skærv;øko;S;
skærve;NA;V;
skæv;NA;A;
skæve;NA;S;
skæver;NA;S;
skæverdug;NA;S;
skævl;NA;S;
skøde;anchor;S;1
skøge;flower;S;
skøgje;NA;S;1
skølpe;anchor;V;
skøn;NA;A;
skønlig;NA;ADV;
skønlige;NA;ADV;1
skønt;NA;ADV;
skør;"flower;wheel";A;1
skørbug;med;S;
skøre;NA;S;
skøre;;V;
skørt;"tøj;aut";S;
skørte;anchor;V;
skørtedug;NA;S;
skaan;NA;S;1
skåne;NA;V;
skaane;NA;V;1
skånlig;NA;A;1
skaanlig;NA;A;1
skaar;anchor;S;
slabbe;;V;
slabberas;NA;S;
sladre;kom;V;
slag;NA;A;
slagbro;NA;S;
slage;NA;V;
slagge;wheel;S;
slagregn;NA;S;
slagside;anchor;S;
slagskat;NA;S;
slagt;NA;S;
slagt;;S;
slagte;NA;V;
slagtemåned;NA;S;
slagtemaaned;NA;S;1
slagter;NA;S;
slagting;NA;S;1
slagtmåned;NA;S;1
slagtning;NA;S;
slagtorden;NA;S;
slagvindue;NA;S;
slakke;anchor;V;
slange;NA;S;
slank;NA;A;
slap;NA;A;
slapampe;NA;V;
slappe;NA;V;
slat;NA;S;
slatte;NA;S;
slebe;NA;V;
sleg;NA;A;
slege;NA;V;1
sleger;NA;A;
slem;NA;A;
slemhed;NA;S;
slemme;NA;V;
slemmelig;NA;ADV;
slemmere;NA;S;
slet;music;A;1
slev;NA;S;
sli;fish;S;
slib;NA;S;
slibe;hån;V;
slibrig;NA;A;
slid;wheel;S;
slik;gel;S;
slikke;NA;V;
slikker;pom;S;
slimig;NA;A;
slimmig;NA;A;1
slink;NA;S;
slinke;NA;S;1
slips;NA;S;
slire;anchor;V;
slopsæk;NA;S;
slot;ark;S;
slotsherre;NA;S;
slotslog;NA;S;1
slotslov;NA;S;
slu;NA;S;
sluffe;NA;S;
slug;NA;S;
sluge;NA;V;
slugop;NA;S;
slumme;NA;V;
slump;NA;S;
slumpe;NA;V;
slumre;NA;V;
slungel;NA;S;1
slunke;NA;V;
slunken;NA;A;
slup;anchor;S;
sluse;byg;S;
slut;NA;S;
slutte;"anchor;swords;wheel;mercury";V;
slutter;NA;S;
sluttere;NA;S;1
slyde;NA;S;
slynge;anchor;S;
slynge;;V;
slyngel;NA;S;
slæb;tøj;S;
slæbe;jur;V;
slæde;"anchor;swords;wheel";S;
slægt;NA;S;
slægte;NA;V;1
slæne;NA;V;1
slænge;NA;V;
sløj;fyo;A;
sløjer;NA;S;
sløjfe;NA;S;
sløjfe;;V;
slømme;NA;V;1
slømmelig;NA;A;1
slømmere;NA;S;1
slømpe;NA;V;
slør;tøj;S;
sløre;anchor;V;1
sløse;NA;V;
sløv;NA;A;1
slå;NA;S;
smag;NA;S;
smage;NA;V;
smagelig;NA;A;
smak;NA;S;
smakke;anchor;V;
smal;NA;A;
smalle;NA;V;
smede;NA;V;1
smide;NA;S;
smidig;"fys;ana;psy;msk;spr";A;
smigelig;NA;A;
smigere;NA;S;
smigeri;NA;S;
smitte;"med;tøj";S;
smitte;;V;
smolt;NA;S;
smuds;NA;S;
smug;NA;A;
smuk;"spr;met";A;
smukke;NA;V;
smul;NA;S;1
smult;NA;S;1
smykke;NA;V;
smæ;NA;S;
smæde;psy;V;
smædelig;NA;A;
smægte;psy;V;
smægtig;NA;A;
smækfilleke;NA;S;
smæle;NA;V;
smælig;NA;A;
smælighed;NA;S;
smærte;NA;S;
smøg;NA;S;
smøge;NA;V;
smør;music;S;
smøre;wheel;V;
smørrig;NA;A;
smaa;"anchor;spades;quad";A;1
småhed;NA;S;
smaahed;NA;S;1
smaalig;NA;A;1
snabel;NA;S;1
snak;NA;S;
snakke;NA;V;
snaphane;NA;S;
snappe;"kom;zoo";V;
snare;NA;S;
snarke;NA;V;1
snarkere;NA;S;
snaskeri;NA;S;
snat;NA;S;
snave;NA;V;
sne;NA;S;
snedelig;NA;ADV;1
snedig;NA;A;
snedker;sne;S;
snedkre;NA;V;
snegl;"wheel;music";S;
snekke;anchor;S;
snekkje;NA;S;
snel;NA;A;
sneppe;zoo;S;
snes;NA;S;
snikke;NA;S;1
snikkje;NA;S;1
snildraadig;NA;A;
snippe;NA;S;
snive;NA;S;1
snog;NA;S;1
snor;"hån;tøj;zoo;san";S;
snore;NA;S;
snoreret;NA;A;1
snorke;NA;V;
snorker;NA;S;
snorlige;NA;A;
snorret;NA;A;
snot;med;S;
snotte;NA;V;1
snu;NA;S;
snude;anchor;S;
snue;NA;S;
snue;;V;
snuppe;NA;V;
snurre;NA;V;
snuve;NA;V;1
snyde;spades;V;
snykke;NA;V;
snæbel;fish;S;
snære;flower;S;1
snøre;"mercury;swords";S;1
sobel;NA;S;
sobøder;NA;S;
sod;NA;S;
sodbrænden;NA;S;
sode;NA;S;
sok;NA;S;
sold;NA;S;
soldat;NA;S;
soldener;NA;S;1
solding;NA;S;
soldner;NA;S;
sole;NA;S;
solvirrel;NA;S;
som;NA;S;
sommerfugl;NA;S;
sone;NA;S;
sone;;V;
sopken;NA;S;
sorgfældig;NA;A;
sorrigfældig;NA;A;
sotidsel;NA;S;
spa;NA;V;
spade;NA;V;1
spadsere;NA;V;
spage;anchor;S;
span;NA;S;
spand;NA;S;
spand;;S;
spandemager;NA;S;
spandrem;NA;S;
spang;NA;S;
spanskgrønt;"mercury;flower";S;
spareribs;mad;S;
sparkalk;NA;S;
sparlagen;NA;S;
spat;med;S;
spe;NA;S;
speceri;NA;S;
sped;NA;S;
spedalsk;med;A;
spede;NA;V;
spefugl;NA;S;
spege-;NA;PRÆ;
spegelfægting;NA;S;1
spegelfægtning;NA;S;
spejde;NA;V;
spejder;NA;S;
spejl;"anchor;swords";S;
spel;NA;S;1
spelle;NA;V;1
spelt;bot;S;
spelte;NA;V;
spene;NA;S;
spergel;flower;S;1
spid;wheel;S;
spidde;NA;V;
spide;NA;V;
spids;"wheel;spades;swords";S;
spids;;S;
spids;;A;
spidsbub;NA;S;
spidse;NA;V;
spidseri;NA;S;
spidshat;flower;S;
spidsrod;NA;S;
spiger;tøm;S;
spikenard;flower;S;
spiker;NA;S;
spil;"spi;spo;msk;tea;kun";S;
spil-;"anchor;wheel";PRÆ;1
spilde;NA;V;1
spile;anchor;V;
spilfugl;NA;S;1
spilfægtning;NA;S;
spilhus;NA;S;
spille;"spo;msk;kun;tea;kul;fri;spi;sex;øko;tek";V;
spillefugl;NA;S;
spiller;NA;S;
spilleside;NA;S;
spilling;NA;S;
spilside;NA;S;1
spiltov;NA;S;
spindeside;NA;S;
spinkel;NA;S;
spinket;NA;A;
spir;anchor;S;
spire;NA;S;
spirisk;NA;A;
spis;NA;S;1
spise;mad;S;
spise;;V;
spiser;NA;S;
spiseri;NA;S;
spitalig;NA;A;
spjudstage;NA;S;1
splejse;"søf;bio;øko;fam";V;
splid;"scl;psy";S;
splide;NA;V;
splint;anchor;S;
split;"tek;gas;spo";S;
splitre;NA;V;
splitte;NA;S;
spo;NA;V;
spode;NA;V;
spoe;NA;V;1
spog;NA;S;
spole;NA;S;
spole;;V;
spolorm;zoo;S;
spord;NA;S;
spore;NA;S;
spore;;V;
spot;NA;S;1
spotsk;NA;A;1
spottelig;NA;A;
sprang;NA;S;1
sprede;"hyg;fys;ana";V;
sprekker;NA;S;
spring;NA;S;
springhorn;NA;S;
springkorn;NA;S;
sprinkel;NA;S;
sprinkler;NA;S;
sprinklet;NA;A;
sprog;spr;S;
sprok;NA;S;
sprot;NA;S;
sprude;NA;V;
sprung;NA;S;
sprutning;NA;S;
sprutte;NA;S;
spryd;anchor;S;
sprydstagsejl;ski;S;
sprytling;NA;S;
spræk;NA;S;
sprække;NA;V;
sprækker;NA;S;
sprænge;wheel;V;
spraade;NA;S;
spund;NA;S;
spunde;NA;V;
spy;NA;S;
spy;;V;
spy;;A;
spyd;wheel;S;
spydig;kom;A;
spydsk;NA;A;
spydstage;NA;S;
spygat;anchor;S;
spæk;anchor;S;
spækhøker;han;S;
spække;anchor;V;
spænde;NA;V;
spænsgrøn;NA;S;1
spænsgrønt;NA;S;1
spær;byt;S;
spær;;S;
spærhage;NA;S;
spærkalk;NA;S;1
spærlagen;NA;S;1
spærre;mercury;V;
spærvogn;NA;S;
spøge;NA;V;
spøgelse;NA;S;
spøgeri;NA;S;
spøl;NA;S;
spøle;NA;V;
spåne;NA;V;
stabel;NA;S;
stabelafløbning;ski;S;
stabelgods;mercury;S;
stable;NA;V;
stad;geg;S;
stade;NA;S;
stadelig;NA;A;
stadfæste;mercury;V;1
stads;NA;S;
staffeli;NA;S;1
staffere;"hån;håa";V;
staffiere;NA;V;1
stag;"anchor;wheel";S;
stage;anchor;V;
stak;NA;S;1
stakit;NA;S;
stal;NA;S;
stalbroder;NA;S;
stald;NA;S;
staldbroder;NA;S;1
stalde;NA;V;
stalding;NA;S;
staldmester;NA;S;
staler;NA;S;
stalle;NA;V;
stalmester;NA;S;
stamle;NA;V;1
stamme;"bot;etn;bio;spr";S;
stammet;NA;S;
stampe;NA;S;
stampe;;S;
stampe;;V;
standaftig;NA;A;1
standart;swords;S;
stande;NA;V;1
standfast;NA;A;
standhaftig;psy;A;
stands;NA;S;
stangkrejer;NA;S;
stangkrer;NA;S;1
stank;NA;S;
starblind;fyo;A;
stat;"geg;sam;oad";S;
statelig;NA;A;
statholder;his;S;
statlig;NA;A;1
stavn;NA;S;
stedse;NA;ADV;
steg;NA;S;
steg;;S;
stejl;psy;A;
stejle;NA;S;
stekemes;NA;S;
stel;"tek;bol";S;
stelle;NA;S;
stelpe;NA;V;
stemme;mercury;S;
stemme;;V;
stemp;NA;S;
stempe;NA;V;
stempel;tek;S;
stemple;NA;V;
stenbider;fish;S;
stenbikke;flower;S;
stenbikker;fish;S;
stenbræk;flower;S;
stenbuk;NA;S;
stenbøsse;NA;S;
stene;NA;V;
stenet;NA;A;
stenhus;NA;S;
stenig;NA;A;
stenlim;NA;S;
stenmarv;NA;S;
stenpikkere;NA;S;
stensluffe;NA;S;
stenugle;bird;S;
sterredros;NA;S;
stervbo;NA;S;
sterve;NA;V;
stevel;NA;S;
stever;NA;S;
stevere;NA;S;1
sti;NA;S;1
stif-;NA;PRÆ;
stift;rel;S;
stift;;S;
stifte;NA;V;
stig;NA;S;
stige;NA;S;1
stigt;NA;S;
stigte;NA;V;
stihage;NA;S;
stik;anchor;S;
stikbovt;anchor;S;1
stikke;"zoo;med;håa;tøj;spi;søf;gas;kom";V;
stikketøg;NA;S;
stikpenge;NA;S;
stikpille;NA;S;
stilk;wheel;S;1
stille;"anchor;mercury";A;
stille;;V;
stillids;zoo;S;
stillighed;NA;S;
stilling;NA;S;
stim;NA;S;
stime;NA;V;
stimpere;NA;S;1
stind;NA;A;1
stinke;NA;V;
stint;NA;S;
stinte;NA;S;1
stiv;"met;mad";A;
stive;anchor;V;
stivelse;NA;S;
stivnakket;NA;A;
stjerne;"wheel;mercury";S;1
stjernekiger;"fish;anchor";S;
stjerneskud;NA;S;
stjøvl;NA;S;1
stob;NA;S;
stod;NA;S;1
stodre;NA;V;
stok;NA;S;
stokblind;NA;A;
stokfisk;"mercury;fish";S;
stokhus;NA;S;
stokkeknægt;NA;S;
stokkerhus;NA;S;1
stokkerknægt;NA;S;1
stokmester;NA;S;
stolbroder;NA;S;
stolebroder;NA;S;1
stolesbroder;NA;S;1
stolgang;NA;S;
stolpe;anchor;S;
stolsbroder;NA;S;1
stolt;flower;A;
stoltelig;NA;ADV;1
stolteligen;NA;ADV;
stolthed;NA;S;
stoltsere;NA;V;1
stoppe;"nyd;med;håa";V;
storm;anchor;S;1
storme;anchor;V;1
stormhage;swords;S;
stov;NA;S;
stove;NA;V;
strade;NA;S;1
straf;NA;S;
straffe;jur;V;
straffelig;NA;A;
strag;NA;A;
straks;NA;ADV;
stram;"ana;psy";A;
straten-;NA;PRÆ;
stratenrøver;NA;S;
strax;NA;ADV;1
streg;"music;spades;anchor;swords";S;
stregmaal;NA;S;
strejfe;psy;V;
stremel;NA;S;
stremmel;NA;S;1
streng;NA;A;
strenge;NA;A;1
strengelig;NA;ADV;
stretsko;NA;S;
strevig;NA;A;
strib;NA;S;1
stribe;"mil;bog";S;
stribet;"flower;mercury";A;
strid;NA;S;
stridbar;NA;A;
stride;s;V;
stridig;NA;A;
strig;NA;S;
strige;NA;V;
strik;NA;S;1
strikke;håa;S;
strikke;;V;
strikmur;NA;S;
strikværn;NA;S;
strime;NA;S;
strimmel;"gel;flm";S;
strinte;zoo;V;
strip;kun;S;
strippe;NA;S;
strippe;;V;
strud;NA;S;1
struds;zoo;S;
strudse;NA;S;
strukrøver;NA;S;
strumpe;NA;S;
strunk;NA;S;
strunt;bird;S;
strut;NA;S;
stryge;"music;anchor";V;1
stræbe;NA;V;
stræde;NA;S;
strække;"hyg;spo";V;
strækkeben;NA;S;
stræve;NA;V;
strømling;fish;S;
strømpe;tøj;S;
strøv;NA;A;
strøve;NA;V;
stråle;"fys;med;zoo";S;
stråle;NA;V;1
stub;NA;A;
stubbe;NA;V;1
stube;NA;V;
studium;NA;S;
studse;spo;V;
stue;wheel;S;1
stukke;NA;S;
stum;"music;bird";A;
stump;NA;S;
stump;;A;
stumpe;tøj;V;
stumpere;NA;S;1
stumple;NA;V;
stund;NA;S;
stunde;NA;V;
stundeglas;NA;S;
sturen;NA;A;1
stuv;NA;A;
stuve;NA;S;
stuve;;V;
stuve;;V;
stuve;;V;
stuvning;NA;S;
stykke;NA;S;
stykkje;NA;S;1
stylp;NA;S;
stylpe;NA;V;
stymper;NA;S;
stympere;NA;S;1
stymple;NA;V;1
styr;anchor;S;
styr;;S;
styrbord;anchor;S;
styre;NA;V;
styrmand;NA;S;
styrre;NA;V;
styrring;NA;S;
styrte;sam;S;
styrte;;V;
styrtekule;NA;V;
styrtning;"swords;anchor";S;
styrvolt;spades;S;
styve;NA;V;
styver;NA;S;
stædig;NA;A;
stæmp;NA;S;1
stæmpe;NA;S;
stæmpel;NA;S;
stændig;NA;A;
stær;med;S;
stærblind;"fyo;hel";S;
stætte;NA;V;1
stævn;anchor;S;1
stævne;NA;S;
stød;"swords;anchor";S;
støder;NA;S;
stødere;NA;S;1
støje;NA;V;1
støjt;NA;S;
stømpere;NA;S;1
stønne;NA;V;1
stør;fish;S;1
støtte;øko;S;
støtte;;V;
støv;"bot;zoo;rel;bol";S;
støve;"hyg;jag";V;
støveken;NA;S;
støvel;NA;S;1
støver;NA;S;1
støvere;NA;S;1
støvken;NA;S;1
støvle;tøj;S;
støvlet;NA;A;1
støvmel;NA;S;
støvning;NA;S;
stålbroder;NA;S;1
ståldbroder;NA;S;1
stålde;NA;V;
stålde;;V;
stålmester;NA;S;
stånde;NA;V;1
ståvn;NA;S;1
suben;NA;S;
suben;;S;
sudler;NA;S;
sudlere;NA;S;1
sudryg;NA;S;1
sukker;"mad;kem";S;
sukte;NA;V;
sum;mercury;S;
summe;NA;V;
sump;"geg;tek";S;
sumpe;NA;S;1
sund;NA;S;
sund;;A;
sunde;NA;V;
sundhed;NA;S;
suppe;NA;S;
suput;NA;S;
sur;NA;A;1
suremule;NA;S;1
surfittig;NA;A;1
suring;NA;S;
surmule;NA;S;
surre;NA;V;
surseende;NA;S;
sus;NA;S;
svaber;anchor;S;1
svadanig;NA;A;
svag;"fyo;hel;bio;tek;psy;sam;spr";A;
svage;NA;V;
sval;NA;A;1
svale;bird;V;1
svalm;NA;S;
svamp;NA;S;1
svang;NA;S;1
svanger;NA;A;
svans;"swords;wheel";S;
svanse;NA;V;
svar;;A;
svaring;NA;S;
svarlig;NA;A;
svarm;NA;S;1
svart;NA;A;1
svejfet;ark;A;
svend;NA;S;
svenk;NA;S;
svenke;NA;S;1
svibbue;NA;S;
svibel;NA;S;
svig;NA;S;1
svigerske;NA;S;
svik;NA;S;
svike;NA;S;1
svikke;NA;S;1
svime;NA;V;
svimelse;NA;S;
svimeslag;NA;S;
svimeslaa;NA;V;
svimle;NA;V;
svimmel;fyo;A;1
svind;NA;A;
svindig;NA;A;
svindighed;NA;S;
svindt;NA;A;
svinedrift;NA;S;
svinepenninge;NA;S;
svinge;"fys;dan";V;
svink;NA;S;1
svinke;NA;S;1
svire;drk;V;
svoger;fam;S;
svogre;NA;V;
svovl;"kem;rel";S;
svulst;med;S;
svække;hel;V;
svælg;NA;S;
svænge;NA;V;
svær;NA;S;
sværdfeger;mercury;S;
sværdfegere;NA;S;1
sværdfejere;NA;S;1
sværdside;NA;S;
svære;NA;V;
sværke;NA;S;
sværm;NA;S;
sværme;NA;V;
sværte;skm;S;
sværte;;V;
svæve;music;V;
svøbe;anchor;V;1
svåg;NA;A;1
sy;anchor;V;1
syd;geg;ADV;
syde;NA;V;1
syden;NA;S;
sydost;anchor;ADV;
syl;NA;S;
syld;NA;S;1
syldøkse;NA;S;
syldøxe;NA;S;1
sylle;NA;S;
sylt;NA;S;
sylte;"gas;ana";S;
sylte;;V;
syn;comet;S;
synav;flower;S;
synderlig;NA;A;
syndige;NA;V;
synest;NA;S;
syre;flower;S;1
sæbe;hyg;S;
sæde;"swords;wheel";S;
sædelig;NA;A;
sæk;NA;S;
sækkedragere;NA;S;
sækkertal;NA;S;
sæl;NA;S;1
sælhund;NA;S;
sælsom;NA;A;
sæms-;NA;PRÆ;
sænke;"wheel;music";V;1
sær;NA;A;
sætje;NA;V;
sætning;NA;S;
sættenagle;NA;S;
søbe;NA;V;
sød;NA;A;1
søgere;NA;S;
søjle;NA;S;
søle;NA;S;1
sølver-;NA;PRÆ;
sølverglød;NA;S;
sølvgled;NA;S;1
sølvglede;NA;S;1
sølvglød;NA;S;
sølvgløde;NA;S;1
sølvpop;NA;S;
sølvskum;wheel;S;
sømme;NA;V;
sømmere;NA;S;
sønderjyde;NA;S;1
søpig;NA;S;
søsling;NA;S;
søsterskap;NA;S;
søværts;anchor;S;
saad;NA;S;1
sådan;NA;A;
saadan;NA;A;1
saal;"wheel;anchor";S;
saat;NA;S;1
såte;NA;V;
tabelet;NA;S;
tabin;NA;S;
tablatur;NA;S;
tabulatur;NA;S;1
tabulet;NA;S;1
tadre;NA;V;
taffel;NA;S;
taffelsmide;NA;S;
taft;NA;S;
tag;NA;S;1
tagge;NA;S;1
tagl;NA;S;
tak;zoo;S;
takkel;anchor;S;
takkelage;ski;S;
takle;"søf;ski";V;
taknemmelig;NA;A;
tal;NA;S;1
tale;NA;S;1
talemand;NA;S;1
talg;NA;S;
tallerken;mad;S;
talsmand;NA;S;
tamper-;NA;PRÆ;
tang;NA;S;
tange;NA;S;
tanke;NA;S;
tanke-;NA;PRÆ;
tankebog;NA;S;
tankebrev;NA;S;
tant;sex;S;
tap;"swords;wheel";S;1
tapet;NA;S;
tappegæld;NA;S;
tarse;NA;S;
tarter;NA;S;
taske;tøj;S;
taskemager;NA;S;
taste;NA;V;
tatar;NA;S;1
tater;NA;S;1
tavl;NA;S;
teglslager;NA;S;1
teglslagere;NA;S;
teglsten;NA;S;
telbøsse;NA;S;
tele;NA;V;
telhage;NA;S;
tellebøsse;NA;S;1
telt;fri;S;
teme;NA;V;
temme;NA;V;1
temmelig;NA;A;
tempel;NA;S;
tempere;NA;V;
temperere;music;V;
ten;NA;S;1
tengsel;NA;S;1
tenværk;NA;S;
tere;NA;V;
tere sig;NA;V;1
teriak;NA;S;1
terig;NA;A;
terighed;NA;S;
terne;NA;S;
terning;"spi;mat";S;
tese;spades;V;
test;NA;S;
tid;NA;S;1
tidepenge;NA;S;
tidevand;anchor;S;1
tidfordriv;NA;S;
tidfordrive;NA;S;1
tidig;music;A;
tiding;NA;S;
tidinge;NA;S;1
tidkorting;NA;S;
tidkortning;NA;S;1
tidkørting;NA;S;1
tidkørtning;NA;S;1
tidlig;NA;A;
tidløs;flower;S;
tidsfordriv;NA;S;
tidskorting;NA;S;1
tidskortning;NA;S;1
tidskørting;NA;S;1
tidskørtning;NA;S;1
til;NA;ADV;1
tilbage;NA;ADV;1
tilbede;NA;V;1
tilbehør;gas;S;
tilbehøre;NA;V;
tilbehørende;NA;S;
tilbehørig;NA;A;
tilbehøring;NA;S;
tilbehøringe;NA;S;1
tilberede;NA;V;
tilbeskære;NA;V;
tilbetro;NA;V;
tilbinde;NA;V;1
tilbringe;NA;V;
tilbringere;NA;S;
tilbøje;NA;V;1
tilbørlig;NA;A;1
tildele;NA;V;
tildrage;NA;V;
tildrikke;NA;V;
tildrive;NA;V;1
tildrægig;NA;A;
tildræglig;NA;A;1
tilfald;NA;S;1
tilfalde;NA;V;
tilflugt;NA;S;1
tilfly;NA;V;1
tilflaad;NA;S;
tilforladelig;NA;A;
tilforn;NA;ADV;
tilfornet;NA;ADV;1
tilforsigt;NA;S;
tilfreds;NA;A;
tilfælde;NA;S;
tilfældig;sta;A;
tilføje;NA;V;1
tilfør;NA;S;
tilføre;NA;V;1
tilgedan;NA;A;
tilgenegen;NA;A;
tilgift;NA;S;
tilgive;spades;V;
tilhold;NA;S;
tilholde;NA;V;
tilholder;wheel;S;1
tilhugge;NA;V;
tilhænge;NA;V;
tilhænger;NA;S;
tilhøre;NA;V;
tilje;NA;S;1
tilkomme;NA;V;1
tilkomst;NA;S;
tilkomstig;NA;A;
tillade;spades;V;1
tillag;NA;S;
tillange;NA;V;
