"";"lemma";"tags";"ordklasse"
"2503";"tusindkunstner";NA;"S"
"2504";"tusk";NA;"S"
"2505";"tuskeri";NA;"S"
"2506";"tvebak";NA;"S"
"2507";"tvedragt";"comet";"S"
"2508";"tvedragtighed";NA;"S"
"2509";"tvefoldighed";NA;"S"
"2510";"tvege";NA;"S"
"2511";"tvist";"jur";"S"
"2512";"tvivl";NA;"S"
"2513";"tvivlagtighed";NA;"S"
"2514";"tvivlmod";NA;"S"
"2515";"tykke";NA;"S"
"2516";"tyr";NA;"S"
"2517";"tyran";NA;"S"
"2518";"tyrk";NA;"S"
"2519";"tyveri";NA;"S"
"2520";"tæge";"zoo";"S"
"2521";"tæppe";"bol;tea";"S"
"2522";"tærer";NA;"S"
"2523";"tærling";NA;"S"
"2524";"tæve";"zoo";"S"
"2525";"tøddel";NA;"S"
"2526";"tøffel";"tøj";"S"
"2527";"tøj";"swords";"S"
"2528";"tøjel";NA;"S"
"2529";"tømmermand";"anchor";"S"
"2530";"tønde";"anchor";"S"
"2531";"tørk";NA;"S"
"2532";"tårn";"ark;spi";"S"
"2533";"uadel";NA;"S"
"2534";"uart";NA;"S"
"2535";"ubeskedenhed";NA;"S"
"2536";"uddrag";"mercury";"S"
"2537";"udflugt";NA;"S"
"2538";"udgift";"mercury";"S"
"2539";"udkejsning";NA;"S"
"2540";"udligger";NA;"S"
"2541";"udstyrtning";NA;"S"
"2542";"udtog";NA;"S"
"2543";"udvagt";NA;"S"
"2544";"udvisning";NA;"S"
"2545";"udædere";NA;"S"
"2546";"uflid";NA;"S"
"2547";"ufornuft";NA;"S"
"2548";"uføje";NA;"S"
"2549";"ugelspegel";NA;"S"
"2550";"uhyre";NA;"S"
"2551";"uhørsomme";NA;"S"
"2552";"ukrudt";"hav";"S"
"2553";"uledighed";NA;"S"
"2554";"ulempe";"anchor";"S"
"2555";"ulm";"flower";"S"
"2556";"ulv";NA;"S"
"2557";"ulykke";"ber;hel";"S"
"2558";"ulyst";"psy";"S"
"2559";"umage";NA;"S"
"2560";"undergang";NA;"S"
"2561";"underhold";NA;"S"
"2562";"underholdning";NA;"S"
"2563";"underhus";NA;"S"
"2564";"underlag";NA;"S"
"2565";"underpant";NA;"S"
"2566";"undersked";NA;"S"
"2567";"underskedning";NA;"S"
"2568";"underslag";"anchor";"S"
"2569";"undersåt";NA;"S"
"2570";"underværk";NA;"S"
"2571";"undgeld";NA;"S"
"2572";"undsætning";"swords";"S"
"2573";"unseguld";NA;"S"
"2574";"unåde";NA;"S"
"2575";"upligt";NA;"S"
"2576";"ur";"ast;bio";"S"
"2577";"urettighed";NA;"S"
"2578";"urhane";"bird";"S"
"2579";"uråd";NA;"S"
"2580";"usindighed";NA;"S"
"2581";"uskyld";NA;"S"
"2582";"uskyldighed";NA;"S"
"2583";"ustorm";NA;"S"
"2584";"utugt";NA;"S"
"2585";"utøj";NA;"S"
"2586";"uvidskab";NA;"S"
"2587";"uvilje";NA;"S"
"2588";"uægte";NA;"S"
"2589";"uår";NA;"S"
"2590";"vadsæk";NA;"S"
"2591";"vagt";NA;"S"
"2592";"vagtel";"zoo";"S"
"2593";"vagtpenge";NA;"S"
"2594";"vajd";"flower";"S"
"2595";"vakandelbær";NA;"S"
"2596";"val";"anchor";"S"
"2597";"vale";NA;"S"
"2598";"valkemølle";NA;"S"
"2599";"valning";NA;"S"
"2600";"valsted";NA;"S"
"2601";"vams";NA;"S"
"2602";"vandbakkelse";"bag";"S"
"2603";"vandel";NA;"S"
"2604";"vandkalv";NA;"S"
"2605";"vandkarse";"flower";"S"
"2606";"vandkrukke";NA;"S"
"2607";"vandring";"anchor";"S"
"2608";"vandsnider";NA;"S"
"2609";"vandsten";NA;"S"
"2610";"vange";NA;"S"
"2611";"vanmagt";NA;"S"
"2612";"vant";"anchor";"S"
"2613";"vantmager";NA;"S"
"2614";"vantro";NA;"S"
"2615";"varde";"anchor";"S"
"2616";"vardemand";NA;"S"
"2617";"vare";"han";"S"
"2618";"vare";"GAS;BES";"S"
"2619";"varere";NA;"S"
"2620";"varetårn";NA;"S"
"2621";"varp";"anchor";"S"
"2622";"vartavl";NA;"S"
"2623";"vartegn";NA;"S"
"2624";"varulv";"myt";"S"
"2625";"vaterkarse";NA;"S"
"2626";"vaterspil";NA;"S"
"2627";"vattersot";"med";"S"
"2628";"ve";NA;"S"
"2629";"vedage";NA;"S"
"2630";"vedaske";NA;"S"
"2631";"vedbend";"flower";"S"
"2632";"vede";NA;"S"
"2633";"vederdøber";NA;"S"
"2634";"vederhage";NA;"S"
"2635";"vederlag";"øko";"S"
"2636";"vederlyd";NA;"S"
"2637";"vedermod";NA;"S"
"2638";"vederpart";NA;"S"
"2639";"vederskin";NA;"S"
"2640";"vederspil";NA;"S"
"2641";"vederspring";NA;"S"
"2642";"vederspændighed";NA;"S"
"2643";"vederstand";NA;"S"
"2644";"vedervilje";NA;"S"
"2645";"vedervordighed";NA;"S"
"2646";"vegne";NA;"S"
"2647";"vejbred";"bot";"S"
"2648";"vejdemets";NA;"S"
"2649";"vejdeværk";NA;"S"
"2650";"vejer";NA;"S"
"2651";"vejleje";NA;"S"
"2652";"veksel";"mercury";"S"
"2653";"veksler";"wheel";"S"
"2654";"velbefald";NA;"S"
"2655";"velfart";NA;"S"
"2656";"velgefald";NA;"S"
"2657";"velkomme";NA;"S"
"2658";"vellyst";NA;"S"
"2659";"velstand";"øko";"S"
"2660";"vemod";NA;"S"
"2661";"vemodighed";NA;"S"
"2662";"venen";NA;"S"
"2663";"venneke";NA;"S"
"2664";"vermut";"mercury;flower";"S"
"2665";"vesselhorn";NA;"S"
"2666";"vesten";NA;"S"
"2667";"vestfaler";NA;"S"
"2668";"vibelle";NA;"S"
"2669";"vid";NA;"S"
"2670";"vidde";NA;"S"
"2671";"videnskab";"vid;rel";"S"
"2672";"vidtløftighed";NA;"S"
"2673";"viebiskop";NA;"S"
"2674";"viebisp";NA;"S"
"2675";"viekost";NA;"S"
"2676";"vielse";NA;"S"
"2677";"vikke";"flower";"S"
"2678";"vildbrad";NA;"S"
"2679";"vilde";NA;"S"
"2680";"vildt";"zoo;mad";"S"
"2681";"vildtbane";NA;"S"
"2682";"vildtværk";NA;"S"
"2683";"vilkår";"jur";"S"
"2684";"vimmel";NA;"S"
"2685";"vinde";"anchor;";"S"
"2686";"vindearmbrøst";NA;"S"
"2687";"vindeldug";NA;"S"
"2688";"vindelsnor";NA;"S"
"2689";"vindelsten";NA;"S"
"2690";"vindetakkel";NA;"S"
"2691";"vindfang";"bol;tøj";"S"
"2692";"vindrue";NA;"S"
"2693";"vindvåge";NA;"S"
"2694";"vinforlader";NA;"S"
"2695";"vinkel";"swords;wheel";"S"
"2696";"vinlag";NA;"S"
"2697";"vinmand";NA;"S"
"2698";"vinrude";"flower";"S"
"2699";"vinsten";"flower";"S"
"2700";"vinterlag";NA;"S"
"2701";"vippe";NA;"S"
"2702";"virak";NA;"S"
"2703";"vire";NA;"S"
"2704";"virk";NA;"S"
"2705";"vis";NA;"S"
"2706";"vise";"anchor;spades";"S"
"2707";"viser";NA;"S"
"2708";"vished";NA;"S"
"2709";"visning";NA;"S"
"2710";"vissen";NA;"S"
"2711";"vitterlighed";NA;"S"
"2712";"vitve";NA;"S"
"2713";"vivel";NA;"S"
"2714";"vogndriver";NA;"S"
"2715";"vognskud";NA;"S"
"2716";"voks";NA;"S"
"2717";"vol";NA;"S"
"2718";"vold";NA;"S"
"2719";"volverlej";"bot";"S"
"2720";"vove";NA;"S"
"2721";"vove";"HAN";"S"
"2722";"vovehals";NA;"S"
"2723";"vrag";"anchor;mercury";"S"
"2724";"vrag";NA;"S"
"2725";"vrager";NA;"S"
"2726";"vragfisk";"fish";"S"
"2727";"vraggods";"mercury";"S"
"2728";"vragsten";NA;"S"
"2729";"vrede";NA;"S"
"2730";"vrille";NA;"S"
"2731";"vrist";NA;"S"
"2732";"vunde";"med";"S"
"2733";"vundenkrud";NA;"S"
"2734";"vunder";NA;"S"
"2735";"vurst";"anchor";"S"
"2736";"væbner";NA;"S"
"2737";"væd";NA;"S"
"2738";"væddeløb";"spo";"S"
"2739";"væddemestere";NA;"S"
"2740";"væddeskat";NA;"S"
"2741";"væge";"wheel";"S"
"2742";"vægge";NA;"S"
"2743";"vægt";"anchor";"S"
"2744";"vægter";NA;"S"
"2745";"vælde";NA;"S"
"2746";"vældener";NA;"S"
"2747";"vælling";"mad";"S"
"2748";"værde";NA;"S"
"2749";"være";NA;"S"
"2750";"værft";"anchor";"S"
"2751";"værge";NA;"S"
"2752";"værgebo";NA;"S"
"2753";"værk";"tin";"S"
"2754";"værk";"DYR";"S"
"2755";"værker";NA;"S"
"2756";"værkfad";NA;"S"
"2757";"værkmester";NA;"S"
"2758";"værksted";"hån;soc";"S"
"2759";"vært";"gas;bol;fje;bio";"S"
"2760";"værtinde";NA;"S"
"2761";"værtskab";NA;"S"
"2762";"væsen";NA;"S"
"2763";"væsende";NA;"S"
"2764";"væske";NA;"S"
"2765";"våbenhus";NA;"S"
"2766";"våbentøg";NA;"S"
"2767";"våg";NA;"S"
"2768";"våge";NA;"S"
"2769";"våge";"KOG;REL";"S"
"2770";"våner";NA;"S"
"2771";"våning";"bol";"S"
"2772";"våningshus";"ark";"S"
"2773";"weichsel";"flower";"S"
"2774";"yngermand";NA;"S"
"2775";"ædelhed";NA;"S"
"2776";"ædelmand";NA;"S"
"2777";"ædelsten";NA;"S"
"2778";"ædling";NA;"S"
"2779";"æggetøj";NA;"S"
"2780";"ægstål";NA;"S"
"2781";"ægte";"fam;tøj";"S"
"2782";"ægtemand";NA;"S"
"2783";"ægteskab";"fam;jur";"S"
"2784";"ægteviv";NA;"S"
"2785";"ærbarhed";NA;"S"
"2786";"ære";"scl;psy;mil";"S"
"2787";"æreklæder";NA;"S"
"2788";"ærlighed";NA;"S"
"2789";"æsel";"zoo";"S"
"2790";"æver";NA;"S"
"2791";"øjeblik";"nat;psy";"S"
"2792";"øjeled";NA;"S"
"2793";"øjenskalk";NA;"S"
"2794";"øjentjener";NA;"S"
"2795";"øjentrøst";"flower";"S"
"2796";"øjeæble";NA;"S"
"2797";"øjneflod";NA;"S"
"2798";"ønske";NA;"S"
"2799";"ørefigen";NA;"S"
"2800";"ørs";NA;"S"
"2801";"øse";NA;"S"
"2802";"øse";"HÅN";"S"
"2803";"øsken";NA;"S"
"2804";"åbenbaring";NA;"S"
"2805";"årsag";NA;"S"
"2806";"ås";NA;"S"
